train_number,train_name,source_station_code,destination_station_code
12957,Ahmadabad-New Delhi Swarna Jayanti Rajdhani Expres,ADI,NDLS
12958,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres,NDLS,ADI
12963,Mewar Express,NZM,UDZ
12964,Mewar Express,UDZ,NZM
12995,Bandra-Udaipur Sf Express,BDTS,UDZ
12996,Udaipur Bandra Sf Express Slip,UDZ,BDTS
12997,Tirunelveli - Hapa (Biweekly) Sf Express,TEN,HAPA
12998,Hapa-Tirunelveli Express,HAPA,TEN
13005,Howrah-Amritsar Mail,HWH,ASR
13007,Udyan Abha Toofan Express,HWH,SGNR
13008-Slip,Udyan Abha Toofan Express Slip,SGNR,KLK
13009,Doon Express,HWH,DDN
13009-Slip,Doon Express Slip,HWH,KTW
13010,Doon Express,DDN,HWH
13011,Intercity Express,HWH,MLDT
13012,Intercity Express,MLDT,HWH
13015,Howrah Bolpur Kaviguru Express,HWH,BHP
13017,Ganadevta Express,HWH,AZ
13018,Ganadevta Express,AZ,HWH
13019,Bagh Express,HWH,KGM
13020,Bagh Express,KGM,HWH
13021,Mithila Express,HWH,RXL
13022,Mithila Express,RXL,HWH
13023,Howrah-Gaya Express,HWH,GAYA
13025,Howrah-Bhopal Express,HWH,BPL
13026,Bhopal-Howrah Express,BPL,HWH
13027,Kaviguru Express,HWH,AZ
13028,Kaviguru Express,AZ,HWH
13039,Howrah-Rajgir Express Slip,HWH,RGD
13040,Janata Express,DLI,HWH
13049,Howrah-Amritsar Express,HWH,ASR
13050,Amritsar Howrah Express,ASR,HWH
13051,Hool Express,HWH,SURI
13052,Hool Express,SURI,HWH
13054,Siuri-Howrah Intercity Express,SURI,HWH
13072,Howrah Express,JMP,HWH
13104,Bhagirathi Express,LGL,SDAH
13105,Sealdah-Ballia Express,SDAH,BUI
13106,Ballia-Sealdah Express,BUI,SDAH
13107,Maitree Express Br,DHCA,KOAA
13108,Maitree Express Br,KOAA,DHCA
13109,Maitree Express Ir,KOAA,DHCA
13110,Maitree Express,DHCA,KOAA
13111,Lal Quila Express,KOAA,DLI
13111-Slip,Lal Quila Express Slip,KOAA,GRD
40035,Chennai Beach Tambaramemu (12 Car),MSB,TBM
40059,Chennai Beach Tambaramemu,MSB,TBM
13008,Udyan Abha Toofan Express,MGS,HWH
13013,Barddhaman Rampurhat Tri-Weekly Express,BWN,RPH
13014,Rampurhat-Barddhaman Tri-Weekly Express,RPH,BWN
13016,Bolpur-Howrah Kavi Guru Express,BHP,HWH
13024,Gaya-Howrah Express,GAYA,HWH
13112,Lal Quila Express,DLI,KOAA
13113,Hazarduari Express,KOAA,LGL
13114,Hazarduari Express,LGL,KOAA
13117,Kolkata Berhampore Court Express,KOAA,BPC
13118,Berhampore Court Kolkata Express,BPC,KOAA
13133,Sealdah-Varanasi Express,SDAH,BSB
13134,Varanasi- Sealdah Express,BSB,SDAH
13141,Testa Torsa Express,SDAH,NOQ
13141-Slip,Testa Torsa Express Slip,SDAH,HDB
13142,Teesta Torsa Express,NOQ,SDAH
13145,Radhikapur Express,KOAA,RDP
13146,Radhikapur Express,RDP,KOAA
13147,Uttar Banga Express,SDAH,NCB
13148,Uttar Banga Express,NCB,SDAH
13149,Kanchan Kanya Express,SDAH,APDJ
13150,Kanchan Kanya Express,APDJ,SDAH
13152,Jammutawi-Kolkata Chitpur Express,JAT,KOAA
13153-Slip,Gour Express Slip,SDAH,BLGT
13154,Malda Town-Sealdah Gour Express,MLDT,SDAH
13156,Sitamarhi - Kolkata Chitpur Mithilanchal Exp,SMI,KOAA
13159,Kolkata Chitpur - Jogbani Exp,KOAA,JBN
13160,Jogbani - Kolkata Chitpur Exp,JBN,KOAA
13161,Kolkata Chitpur - Balurghat Tebhaga Exp,KOAA,BLGT
13162,Balurghat - Kolkata Chitpur Tebhaga Exp,BLGT,KOAA
13163,Hatey Bazare Express,SDAH,SHC
13164,Hatey Bazare Express,SHC,SDAH
13185,Ganga Sagar Express,SDAH,JYG
13186,Ganga Sagar Express,JYG,SDAH
13188,Rampurhat- Sealdah Express,RPH,SDAH
13202,Mumbai Ltt - Rajendra Nagar Patna Janta Exp,LTT,RJPB
13225,Jaynagar-Danapur Intercity,JYG,DNR
13226,Danapur-Jaynagar Intercity,DNR,JYG
13233,Rajgriha Express,RGD,DNR
13234,Rajgriha Express,DNR,RGD
13237,Patna Mathura Express,PNBE,MTJ
13238,Mathura Patna Express,MTJ,PNBE
13239,Patna Mathura Express,PNBE,MTJ
13240,Mathura Patna Express,MTJ,PNBE
13241,Banka Patna Express,BAKA,RJPB
13242,Patna Banka Express,RJPB,BAKA
13243,Patna Dehri On Sone Intercity Express,PNBE,DOS
13248,Rajendra Nagar - Guwahati Capital Exp,RJPB,GHY
19321,Indore-Rajendranagar Express,INDB,RJPB
40037,Chennai Beach Tambaramemu (12 Car),MSB,TBM
13235,Sahibganj-Danapur Intercity,SBG,DNR
13236,Danapur-Sahibganj Intercity,DNR,SBG
13244,Dehri On Sone Patna Intercity Express,DOS,PNBE
13246,Capital Express,DNR,NJP
13247,Guwahati - Rajendra Nagar Capital Exp,GHY,RJPB
13251,Islampur Rajendra Nagar Express,IPR,RJPB
13252,Rajendra Nagar Islampur Express,RJPB,IPR
13287,Durg - Rajendra Nagar South Bihar Exp,DURG,RJPB
13288,Rajendra Nagar Bihar - Durg South Bihar Exp,RJPB,DURG
13301,Suvarna Rekha Express,DHN,TATA
13302,Suvarna Rekha Express,TATA,DHN
13304,Dhanbad Intercity Express,RNC,DHN
13305,Dhanbad-Gaya Intercity,DHN,GAYA
13306,Gaya-Dhanbad Intercity,GAYA,DHN
13307,Ganga Sutlej Express,DHN,FZR
13308,Ganga Sutlej Express,FZR,DHN
13317,Black Diamond Express,HWH,DHN
13319,Baidyanthdham-Ranchi Express,BDME,RNC
13320,Ranchi-Baidyanathdham Express,RNC,BDME
13329,Ganga Damodar Express,DHN,PNBE
13330,Ganga Damodar Express,PNBE,DHN
13331,Dhanbad Patna Express,DHN,PNBE
13332,Patna Dhanbad Express,PNBE,DHN
13345,Varanasi-Singrauli Intercity,BSB,SGRL
13347,Palamau Express,BRKA,PNBE
13348,Palamau Express,PNBE,BRKA
13352,Alappuzha - Dhanbad (Bokaro) Express,ALLP,DHN
13404,Vananchal Express,BGP,RNC
13413,Farakka Express,MLDT,DLI
13414,Farakka Express,DLI,MLDT
13415,Malda Patna Express,MLDT,PNBE
13416,Patna-Malda Express,PNBE,MLDT
13419,Jan Sewa Express,BGP,MFP
13421,Nabadwipdham Malda Express,NDAE,MLDT
13422,Malda Nabadwipdham Express,MLDT,NDAE
13465,Intercity Express,HWH,MLDT
13466,Intercity Express,MLDT,HWH
13483,Farakka Express,MLDT,DLI
13484,Farakka Express,DLI,MLDT
13501,Haldia-Asansol Express,HLZ,ASN
40039,Chennai Beach Tambaramemu (12 Car),MSB,TBM
40041,Chennai Beach Tambaramemu (12 Car),MSB,TBM
40043,Chennai Beach Tambaramemu,MSB,TBM
40047,Chennai Beach Tambaramemu (12 Car),MSB,TBM
40049,Chennai Beach Tambaramemu (12 Car),MSB,TBM
40051,Chennai Beach Tambaramemu (12 Car),MSB,TBM
40053,Chennai Beach Tambaramemu (12 Car),MSB,TBM
56842,Erode Tiruchchirapalli Passenger,ED,TPJ
56860,Villupuram Tambaram Passenger,VM,TBM
12259,Sealdah-New Delhi Ac Duronto Express,SDAH,NDLS
13346,Singrauli-Varanasi Intercity,SGRL,BSB
13502,Asansol Haldia Express,ASN,HLZ
13504,Asansol-Sealdah Intercity Express,ASN,SDAH
13506,Asansol Digha Express,ASN,DGHA
13507,Asansol-Gorakhpur Express,ASN,GKP
13509,Asansol-Gonda Express,ASN,GD
13510,Gonda-Asansol Express,GD,ASN
14001,Old Delhi - Atari Shyam Singh Samjhauta Exp,DLI,ATT
14002,Atari Shyam Singh - Old Delhi Samjhauta Exp,ATT,DLI
14004,New Delhi-New Farakka Express,NDLS,NFK
14005,Lichhavi Express,SMI,ANVT
14006,Lichhavi Express,ANVT,SMI
14007,Muzaffarpur-Old Delhi Sadbhavna Express,MFP,DLI
14008,Old Delhi-Muzaffarpur Sadbhavana Express,DLI,MFP
14009,Patalkot Express,CWA,DEE
14010,Patalkot Express,DEE,CWA
14011,Kathgodam-Anand Vihar Ac Express,KGM,ANVT
14012,Anand Vihar-Kathgodam Ac Express,ANVT,KGM
14013,Sadbhavna Express,SLN,DLI
14014,Sadbhavna Express,DLI,SLN
14015,Sadbhavna Express,RXL,DLI
14016,Sadbhavana Express,DLI,RXL
14017,Sadbhavna Express,MFP,DLI
14018,Sadbhavana Expres,DLI,MFP
14020,Delhi Sr Chhindwara Kanhan Valley Express,DEE,CWA
14033,Jammu Mail,DLI,UHP
14034,Jammu Mail,UHP,DLI
14035,Dhauladhar Express,DLI,PTK
14036,Dhauladhar Express,PTK,DLI
14037,Delhi-Pathankot Express,DLI,PTK
14038,Pathankot Delhi Express,PTK,DLI
14041-Slip,Mussoorie Express Slip,DEE,KTW
14042,Dehradun - Delhi Sarai Rohilla Mussoorie Exp,DDN,DEE
14043,Kotdwar - Old Delhi Garhwal Exp,KTW,DLI
14044,Old Delhi - Kotdwar Garhwal Exp,DLI,KTW
14056,Old Delhi - Dibrugarh Brahmaputra Exp,DLI,DBRG
14083,Sikkim Mahananda Express,APDJ,DLI
14084,Sikkim Mahananda Express,DLI,APDJ
14085,Haryana Express,TKJ,SSA
14086,Haryana Express,SSA,TKJ
14095,Himalayan Queen,DEE,KLK
14096,Himalayan Queen,KLK,DEE
14096-Slip,Himalayan Queen Slip,KLK,BNW
14109,Chitrakoot Kanpur Express,CKTD,CNB
14110,Kanpur Chitrakoot Express,CNB,CKTD
14114,Link Express,DDN,ALD
40057,Chennai Beach Tambaramemu (12 Car),MSB,TBM
51672,Katni - Itarsi Fast Passenger,KTE,ET
12343,Darjeeling Mail,SDAH,NJP
12483,Kochuveli - Amritsar Sf Exp,KCVL,ASR
14119,Kathgodam Dehradun Express,KGM,DDN
14120,Dehradun Kathgodam Express,DDN,KGM
14123,Pratapgarh Kanpur Intercity Express,PBH,CNB
14124,Kanpur Pratapgarh Intercity Express,CNB,PBH
14126,Saryu Express,FD,ALD
14163,Sangam Express,ALD,MTC
14163-Slip,Sangam Express Slip,ALD,DDN
14164,Sangam Express,MTC,ALD
14201,Jaunpur-Rae Bareliy Express,JNU,RBL
14203,Varanasi Lucknow Intercity Express,BSB,LKO
14204,Lucknow Varanasi Intercity Express,LKO,BSB
14205,Faizabad Delhi Express,FD,DLI
14206,Delhi-Faizabad Express,DLI,FD
14207,Padmavat Express,PBH,DLI
14208,Padmavat Express,DLI,PBH
14210,Lucknow-Vindhyachal Intercity,LKO,BDL
14211,Agra-New Delhi Intercity Express,AGC,NDLS
14212,Newdelhi-Agra Intercity Express,NDLS,AGC
14213,Varanasi-Gonda Intercity Express,BSB,GD
14214,Gonda-Varanasi Intercity Express,GD,BSB
14215,Ganga Gomti Express,ALD,LKO
14216,Ganga Gomti Express,LKO,ALD
14217,Unchahar Express,ALD,CDG
14227,Varuna Express,BSB,LKO
14228,Varuna Express,LKO,BSB
14235,Varanasi Bareilly Express,BSB,BE
14236,Bareilly Varanasi Express,BE,BSB
14257,Kashi Vishwanath Express,BSB,NDLS
14258,Kashi Vishwanath Express,NDLS,BSB
14259,Mughal Sarai - Lucknow Ekatmata Exp,MGS,LKO
14265,Varanasi Dehradun Janata Express,BSB,DDN
14265-Slip,Varanasi-Ramnagar Express Slip,BSB,RMR
14266,Dehradun Varanasi Janata Express,DDN,BSB
14307,Bareilly Express,PRG,BE
14308,Bareilly-Prayag Passenger,BE,PRG
14309,Ujjaini Express,UJN,DDN
14310,Ujjaini Express,DDN,UJN
14311,Bareilly - Bhuj Ala Hazrat Exp,BE,BHUJ
14314,Bareilly - Mumbai Ltt Weekly Exp,BE,LTT
14315,Bareilly-Newdelhi Intercity,BE,NDLS
14316,Newdelhi-Bareilly Intercity,NDLS,BE
14317,Indore - Dehradun Exp,INDB,DDN
14318,Dehradun - Indore Exp,DDN,INDB
14321,Bareilly - Bhuj Ala Hazrat Exp,BE,BHUJ
19131,Mumbai Bandra - Bhuj Kutch Exp,BDTS,BHUJ
40107,Chennai Beach Tambaram Emu,MSB,TBM
40555,Chennai Beach Chengalpet Semi Fast Emu,MSB,CGL
14322,Bhuj - Bareilly Ala Hazrat Exp,BHUJ,BE
14323,New Delhi-Rohtak Express,NDLS,ROK
14324,New Delhi Express,ROK,NDLS
14369,Tribeni Express,SGRL,BE
14370,Triveni Express,BE,SGRL
14370-Slip,Triveni Express Slip,BE,BRWD
14511-Slip,Allahabad-Saharanpur Nauchandi Express Slip,ALD,KRJ
14512,Saharanpur-Allahabad Nauchandi Express,SRE,ALD
14519,Kissan Express,DLI,BTI
14520,Kisan Express,BTI,DLI
14524,Harihar Express,UMB,MFP
14525,Ambala Cantt-Shri Ganganagar Intercity Express,UMB,SGNR
14526,Shri Ganganagar-Ambala Cantt Intercity Express,SGNR,UMB
14545,Farukhnagar Saharanpur Express,FN,SRE
14546,Saharanpur Farukhnagar Express,SRE,FN
14553,Himachal Express,DLI,UHL
14554,Himachal Express,UHL,DLI
14555,Bareilly-Delhi Express,BE,DLI
14556,Delhi-Bareilly Express,DLI,BE
14603,Saharsa - Amritsar Jan Sadharan Exp,SHC,ASR
14607,Amritsar Atari Samjhauta Express,ASR,ATT
14608,Atari Amritsar Samjhauta Express,ATT,ASR
14609,Hemkunt Express,RKSH,JAT
14610,Hemkunt Express,JAT,RKSH
14629,Ludhiana Firozpur Sutlej Express,LDH,FZR
14630,Firozpur Ludhiana Sutlej Express,FZR,LDH
14631,Dehradun Amritsar Express,DDN,ASR
14632,Amritsar Dehradun Express,ASR,DDN
14633,Ravi Express,ASR,PTK
14634,Ravi Express,PTK,ASR
14645,Shalimar Express,DLI,JAT
14646,Shalimar Express,JAT,DLI
14650,Saryu Yamuna Express,ASR,JYG
14659-Slip,Delhi-Jaisalmer Express Slip,DLI,BME
14660,Jaisalmer Delhi Express,JSM,DLI
14661,Delhi Barmer Link Express,JU,BME
14662,Barmer-Delhi Malani Express,BME,DLI
14673,Shaheed Express,JYG,ASR
14674,Shaheed Express,ASR,JYG
14681,New Delhi-Jalandhar Express,NDLS,JUC
14682,Jalandhar Ndls Express,JUC,NDLS
14701,Jaisalmer-Bikaner Express,JSM,BKN
14702,Bikaner-Jaisalmer Express,BKN,JSM
14703,Bikaner Express,JSM,LGH
14704,Jaisalmer Express,LGH,JSM
14705,Delhi Sarai Rohilla Sadulpur Express,DEE,SDLP
14706,Sadulpur Delhi Sarai Rohilla Express,SDLP,DEE
15011,Lucknow - Chandigarh Exp,LJN,CDG
15012,Chandigarh - Lucknow Exp,CDG,LJN
13103,Bhagirathi Express,SDAH,LGL
13245,Capital Express,NJP,DNR
14708,Mumbai Bandra - Bikaner Ranakpur Exp,BDTS,BKN
14711,Haridwar Shri Ganganagar Intercity Express,HW,SGNR
14712,Shriganganagar Haridwar Express,SGNR,HW
14723,Kalindi Express,CNB,BNW
14724,Kalindi Express,BNW,CNB
14731,Delhi Bhatinda Intercity Express,DLI,BTI
14732,Bhatinda Delhi Express,BTI,DLI
14795,Ekta Express,BNW,KLK
14796,Ekta Express,KLK,BNW
14801,Jodhpur Gandhidham Express,JU,GIMB
14802,Gandhidham Jodhpur Express,GIMB,JU
14809,Jaisalmer Jodhpur Express,JSM,JU
14810,Jaisalmer Express,JU,JSM
14853,Marudhar Express,BSB,JU
14854,Marudhar Express,JU,BSB
14863,Marudhar Express,BSB,JU
14864,Marudhar Express,JU,BSB
14865,Marudhar Express,BSB,JU
14866,Marudhar Express,JU,BSB
14887-Slip,Kalka - Sriganganar Express (Slip),KLK,SGNR
14887S,Kalka Barmer Express Slip,KLK,BME
14888,Barmer-Kalka Express,BME,KLK
14889,Thar Link Express,BGKT,MBF
14890,Thar Link Express,MBF,BGKT
15001,Rapti Ganga Express,MFP,DDN
15002,Rapti Ganga Express,DDN,MFP
15004,Chauri Chaura Express,GKP,CPA
15005,Rapti Ganga Express,GKP,DDN
15006,Rapti Ganga Express,DDN,GKP
15007,Krishak Express,MUV,LJN
15009,Chitrakoot Express,LJN,JBP
15010,Chitrakoot Express,JBP,LJN
15013,Ranikhet Express,DLI,KGM
15013-Slip,Ranikhet Express Slip,DLI,RMR
15014,Ranikhet Express,KGM,DLI
15016,Yesvantpur - Gorakhpur Exp,YPR,GKP
15018,Gorakhpur - Mumbai Ltt Kashi Exp,GKP,LTT
15018-Slip,Gorakhpur -Kolhapur Slip,GKP,KOP
15019,Gorakhpur Nautanwa Express,GKP,NTV
15020,Gorakhpur Nautanwa Express,NTV,GKP
15021,Kolkata Shalimar-Gorakhpur Bhojpuri Express,SHM,GKP
15022,Bhojpuri Express,GKP,SHM
15023,Gorakhpur - Yesvantpur Exp,GKP,YPR
15035,Uttarakhand Sampark Kranti Express,DLI,KGM
15035-Slip,Uttarakhand Sampark Kranti Express Slip,DLI,RMR
15236,Darbhanga-Howrah Express,DBG,HWH
41057,Chennai Beach Velachery Emu,MSB,VLCY
41501,Chennai Beach Velachery Emu,MSB,VLCY
14649,Saryu Yamuna Express,JYG,ASR
15003,Chauri Chaura Express,CPA,GKP
15008,Krishak Express,LJN,MUV
15027,Maurya Express,HTE,GKP
15028,Maurya Express,GKP,HTE
15037,Kanpur Kasganj Express,CNB,KSJ
15038,Kasganj Kanpur Express,KSJ,CNB
15039,Farrukhabad Kasganj Express,FBD,KSJ
15040,Farrukhabad Express,KSJ,FBD
15041,Farrukhabad Kasganj Express,FBD,KSJ
15042,Farrukhabad Express,KSJ,FBD
15045,Gorakhpur-Okha Express,GKP,OKHA
15046,Okha-Gorakhpur Express,OKHA,GKP
15047,Purvanchal Express,KOAA,GKP
15048,Purvanchal Express,GKP,KOAA
15049,Poorvanchal Express,KOAA,GKP
15050,Poorvanchal Express,GKP,KOAA
15051,Poorvanchal Express,KOAA,GKP
15052,Gorakhpur Kolkata Express,GKP,KOAA
15097,Barauni-Jammu Amarnath Express,BJU,JAT
15098,Jammu-Barauni Amarnath Express,JAT,BJU
15101,Chhapra-Mumbai Jansadharan Express,CPR,CSTM
15102,Mumbai Cst Chhapra Jansadharan Express,CSTM,CPR
15103,Gorakhpur Manduadih Intercity Express,GKP,MUV
15104,Manduadih Gorakhpur Intercity,MUV,GKP
15105,Chhapra Gorakhpur Intercity Express,CPR,GKP
15106,Gorakhpur Chhapra Intercity Express,GKP,CPR
15107,Chhapra Mathura Express,CPR,MTJ
15108,Mathura Chhapra Express,MTJ,CPR
15109,Budhpurnima Express,RGD,BSB
15110,Budhpurnima Express,BSB,RGD
15159,Sarnath Express,CPR,DURG
15160,Sarnath Express,DURG,CPR
15201,Hajipur Raxaul Intercity,HJP,RXL
15203,Barauni-Lucknow Express,BJU,LJN
15209,Saharsa - Amritsar Jan Seva Exp,SHC,ASR
15210,Amritsar - Saharsa Jan Seva Exp,ASR,SHC
15211,Darbhanga - Amritsar Jan Nayak Exp,DBG,ASR
15215,Muzaffarpur-Narkatiaganj Express,MFP,NKE
15216,Narkatiaganj-Muzaffarpur Express,NKE,MFP
15228,Muzaffarpur - Yesvantpur Weekly Exp,MFP,YPR
15267,Raxaul - Mumbai Ltt Jan Sadharan Exp,RXL,LTT
15273,Satyagraha Express,RXL,DLI
15274,Satyagraha Express,DLI,RXL
15283,Janaki Express,SHC,JYG
15284,Janaki Express,JYG,SHC
15320,Aishbagh - Palia Kalan Exp,ASSH,PLK
15322,Kapilavastu Express,GD,ANDN
15902,Dibrugarh - Bengaluru City Weekly Exp,DBRG,SBC
15204,Lucknow-Barauni Express,LJN,BJU
15269,Muzaffarpur - Ahmedabad Jan Sadharan Exp,MFP,ADI
15272,Muzzafarpur-Howrah Jansadharan Express,MFP,HWH
15275,Saharsa-Barauni Express,SHC,BJU
15276,Barauni-Saharsa Express,BJU,SHC
15279,Poorbiya Express,SHC,ANDI
15280,Poorabiya Express,ANDI,SHC
15281,Kosi Express,SHC,PNBE
15282,Kosi Express,PNBE,SHC
15307,Nainital Express,LKU,ASH
15308,Nainital Express,ASH,LKU
15308-Slip,Nainital Express Slip,ASH,TPU
15309,Rohilkhand Express,KSJF,ASH
15310,Rohilkhand Express,ASH,KSJF
15311,Kumaon Express,KSJF,LKKA
15312,Kumaun Express,LKKA,KSJF
15313,Aishbagh Bareilly Express,ASH,BRY
15314,Aishbagh Express,BRY,ASH
15315,Gonda-Kasganj Gokul Express,GD,KSJ
15316,Kasganj-Gonda Gokul Express,KSJ,GD
15319,Palia Kalan - Aishbagh  Exp,PLK,ASSH
15321,Kapilavastu Express,ANDN,GD
15603,Guwahati Ledo Intercity Express,GHY,LEDO
15604,Ledo Guwahati Intercity Express,LEDO,GHY
15606,Guwahati Intercity Express,MXN,GHY
15609,Awadh Assam Express,GHY,LGH
15609-Slip,Jivachh Link Express,GHY,DBG
15610,Awadh Assam Express,LGH,GHY
15611,Lokmanya Tilak (T)-Kamakhya Karmabhoomi Express,LTT,KYQ
15612,Kamakhya-Mumbai Ltt Karmabhoomi Express,KYQ,LTT
15620,Kamakhya - Gaya Weekly Exp,KYQ,GAYA
15629,Chennai Egmore - Guwahati Exp,MS,GHY
15630,Guwahati - Chennai Egmore Exp,GHY,MS
15631,Barmer - Guwahati Exp,BME,GHY
15632,Guwahati - Barmer Exp,GHY,BME
15635,Okha - Guwahati Exp,OKHA,GHY
15636,Guwahati - Okha Dwarka Exp,GHY,OKHA
15639,Puri - Guwahati Exp,PURI,GHY
15643,Puri - Kamakhya Weekly Express,PURI,KYQ
15644,Kamakhya - Puri Weekly Spl,KYQ,PURI
15669,Nagaland Express,KYQ,DMV
15670,Nagaland Express,DMV,KYQ
15691,Cachar Express,LMG,SCL
15714,Intercity Express,PNBE,KIR
15743,Intercity Express,APDJ,KYQ
15771,Alipurduar-Kamakhya Intercity Express,APDJ,KYQ
15772,Kamakhya-Alipurduar Intercity Express,KYQ,APDJ
22602,Sainagar Shirdi - Chennai Cent Sf Exp,SNSI,MAS
51631,Bhopal Bina Passenger,BPL,BINA
13508,Gorakhpur-Asansol Express,GKP,ASN
15645,Mumbai Ltt - Guwahati Exp,LTT,GHY
15646,Guwahati - Mumbai Ltt Exp,GHY,LTT
15647,Mumbai Ltt - Guwahati Exp,LTT,GHY
15648,Guwahati - Mumbai Ltt Exp,GHY,LTT
15652,Jammu Tawi - Guwahati Lohit Exp,JAT,GHY
15654,Jammu Tawi - Guwahati Amarnath Exp,JAT,GHY
15658,Guwahati - Kolkata Sealdah Kanchanjungha Exp,GHY,SDAH
15661,Ranchi - Kamakhya Exp,RNC,KYQ
15662,Kamakhya - Ranchi Exp,KYQ,RNC
15665,Guwahati-Dimapur Express,GHY,DMV
15666,Dimapur-Guwahati Express,DMV,GHY
15667,Gandhidham - Kamakhya Exp,GIMB,KYQ
15668,Kamakhya - Gandhidham Exp,KYQ,GIMB
15692,Cachar Express,SCL,LMG
15693,Barak Valley Express,LMG,SCL
15694,Barak Valley Express,SCL,LMG
15695,Lumding Agartala Express,LMG,AGTL
15696,Agartala Lumding Express,AGTL,LMG
15713,Intercity Express,KIR,PNBE
15715,Garib Nawaz Express,KNE,AII
15716,Garib Nawaz Express Slip,AII,KNE
15716-Slip,Garib Nawaz Express,AII,RDP
15717,Guwahati Mariani Intercity Express,GHY,MXN
15719,Katihar Sguj Intercity Express,KIR,SGUJ
15720,Siliguri Katihar Intercity Express,SGUJ,KIR
15721,Paharia Express,DGHA,NJP
15722,Paharia Express,NJP,DGHA
15723,Newjalpaiguri-Darbhanga Weekly Express,NJP,DBG
15724,Darbhanga-Newjalpaiguri Weekly Express,DBG,NJP
15764,Newjalpaiguri-Balurghat Intercity Express,NJP,BLGT
15765,New Jalpaiguri Alipur Duar Intercity Express,NJP,APDJ
15766,Alipur Duar-New Jalpaiguri Intercity Express,APDJ,NJP
15767,New Jalpaiguri-Alipur Duar Intercity Express,NJP,APDJ
15768,Alipurduar Jn-New Jalpaiguri Intercity Express,APDJ,NJP
15769,Alipurduar Lumding Express,APDJ,LMG
15770,Lumding Alipurduar Express,LMG,APDJ
15903,Dibrugarh-Chandigarh Weekly Express,DBRG,CDG
15904,Chandigarh-Dibrugarh Weekly Express,CDG,DBRT
16053,Tirupati Express,MAS,TPTY
16054,Chennai Express,TPTY,MAS
16057,Saptagiri Express,MAS,TPTY
16058,Saptagiri Express,TPTY,MAS
16093,Chennai Lucknow Express,MAS,LKO
16094,Lucknow Chennai Express,LJN,MAS
16203,Garudadri Express,MAS,TPTY
16204,Garudadri Express,TPTY,MAS
55201,Narkatiaganj Gorakhpur Passenger,NKE,GKP
15640,Guwahati - Puri Exp,GHY,PURI
15905,Kanniyakumari - Dibrugarh Vivek Exp,CAPE,DBRG
15906,Dibrugarh - Kanniyakumari Vivek Exp,DBRG,CAPE
15927,Kamakhya Dibrugarh Express,KYQ,DBRG
15928,Dibrugarh Kamakhya Express,DBRG,KYQ
15929,Chennai Egmore - Dibrugarh Weekly Exp,MS,DBRG
15930,Dibrugarh - Chennai Egmore Weekly Exp,DBRG,MS
15933,Dibrugarh-Amritsar Weekly Express,DBRG,ASR
15934,Amritsar-Dibrugarhtown Weekly Express,ASR,DBRT
15942,Dibrugarh - Jhajha Exp,DBRG,JAJ
15960,Dibrugarh - Howrah Kamrup Exp,DBRG,HWH
16031,Andaman Express,MAS,JAT
16032,Andaman Express,JAT,MAS
16041,Chennai- Alapuzha Alleppey Express,MAS,ALLP
16085,Arakkonam-Jolarpettai Express,AJJ,JTJ
16086,Arakkonam Express,JTJ,AJJ
16089,Yelagiri Express,MAS,TPT
16090,Yelagiri Express,TPT,MAS
16108,Mangalore Chennai Egmore Express,MAQ,MS
16115,Chennai Egmore Puducherry Express,MS,PDY
16116,Puducherry Chennai Express,PDY,MS
16125,Chennai Egmore - Jodhpur Exp,MS,JU
16127,Chennai Egmore - Guruvayur Exp,MS,GUV
16128,Guruvayur - Chennai Egmore Exp,GUV,MS
16175,Kamban Express,MS,NCR
16176,Kamban Express,NCR,MS
16177,Rock Fort Express,MS,KMU
16178,Rock Fort (Malai Kottai) Express,KMU,MS
16179,Mannai Express,MS,MQ
16180,Mannai Express,MQ,MS
16201,Bangalore City-Shimoga Intercity,SBC,SMET
16202,Shimoga-Bangalore City Intercity,SMET,SBC
16205,Talaguppa Mysore Intercity Express,TLGP,MYS
16206,Mysore - Talguppa Intercity Express,MYS,TLGP
16209,Ajmer-Mysore Express,AII,MYS
16210,Mysore-Ajmer Express,MYS,AII
16215,Chamundi Express,MYS,SBC
16216,Chamundi Express,SBC,MYS
16227,Bangalore-Shimoga Express,SBC,SMET
16228,Shimoga-Bangalore Express,SMET,SBC
16231,Mayiladuturai Mysore Express,MV,MYS
16232,Mysore Mayiladuturai Express,MYS,MV
16302,Venad Express,TVC,SRR
16305,Ernakulam Kannur Intercity Express,ERS,CAN
16309,Ernakulam-Patna Express,ERS,PNBE
16310,Patna - Ernakulam Express,PNBE,ERS
16322,Tiruvananthapuram Bangalore Weekly Express,TVC,SBC
16323,Trivandrum Shalimar Biweekly Express,TVC,SHM
16326,Ahilyanagari Express,TVC,INDB
11271,Itarsi - Bhopal Vindhyachal Exp,ET,BPL
12809,Mumbai Cst - Howrah Sf Mail (Via Nagpur),CSTM,HWH
14003,New Farakka-New Delhi Express,NFK,NDLS
16221,Kaveri Express,MYS,MAS
16233,Mayiladuturai Tiruchirappalli Express,MV,TPJ
16234,Tiruchchirapalli Mayiladuturai Express,TPJ,MV
16301,Venad Express,SRR,TVC
16303,Vanchinad Express,ERS,TVC
16304,Vanchinad Express,TVC,ERS
16306,Kannur Ernakulam Intercity Express,CAN,ERS
16308,Executive Express,CAN,ALLP
