train_number,train_name,source_station_code,destination_station_code
57220,Macherla Guntur Passenger,MCLA,GNT
57224,Vijayawada Gudur Passenger,BZA,GDR
57225,Vijayawada Visakhapatnam Passenger,BZA,VSKP
57226,Visakhapatnam Vijayawada Passenger,VSKP,BZA
57229,Machilipatnam Visakhapatnam Fast Passenger,MTM,VSKP
57230,Visakhapatnam Machilipatnam Fast Passenger,VSKP,MTM
57231,Vijayawada Kakinada Port Fast Passenger,BZA,COA
57232,Kakinada Port Vijayawada Passenger,COA,BZA
57240,Bitragunta Chennai Passenger,BTTR,MAS
57241,Bitragunta Vijayawada Passenger,BTTR,BZA
57242,Vijayawada Bitragunta Passenger,BZA,BTTR
57254,Vijayawada Bhadrachalam Passenger,BZA,BDCR
57257,Tirupati Kakinada Port Passenger,TPTY,COA
57258,Kakinada Port Tirupati Passenger,COA,TPTY
57259,Bhimavaram Rajamundry Passenger,BVRM,RJY
57260,Rajamundry Narasapur Passenger,RJY,NS
57271,Rayagada Passenger,BZA,RGDA
57272,Rayagada Vijayawada Passenger,RGDA,BZA
57274,Tirupati Hubli Intercity Passenger,TPTY,UBL
57278,Vijayawada Bitragunta Passenger,BZA,BTTR
57279,Gudivada Narasapur Passenger,GDV,NS
57280,Bhimavaram Gudivada Passenger,BVRM,GDV
57427,Raichur Guntakal Passenger,RC,GTL
57428,Guntakal Raichur Passenger,GTL,RC
57437,Guntakal Hindupur Passenger,GTL,HUP
57438,Hindupur Guntakal Passenger,HUP,GTL
57547,Hyderabad Purna Passenger,HYB,PAU
51111,Chalisgaon Dhule Mix Passenger,CSN,DHI
57237,Kazipet Vijayawada Passenger,KZJ,BZA
57238,Vijaywada Kazipet Passenger,BZA,KZJ
57239,Chennai Gudur Passenger,MAS,GDR
57253,Bhadrachalam Vijayawada Passenger,BDCR,BZA
57256,Visakhapatnam Kakinada Port Passenger,VSKP,COA
57262,Nidadavolu Bhimavaram Passenger,NDD,BVRM
57263,Narasapur Nidadavolu Passenger,NS,NDD
57264,Narasapur Visakhapatnam (Link) Passenger,NS,VSKP
57265,Visakhapatnam Narasapur (Link) Passenger,VSKP,NS
57273,Hubli Tirupati Intercity Passenger,UBL,TPTY
57285,Nadikode Macherla Passenger,NDKD,MCLA
57286,Macherla Nadikode Passenger,MCLA,NDKD
57298,Narasapur Guntur Passenger,NS,GNT
57305,Kacheguda Guntur Fast Passenger,KCG,GNT
57306,Guntur Secunderabad Passenger,GNT,SC
57307,Secunderabad Medchal Suburban,SC,MED
57308,Medchal Secunderabad Suburban,MED,SC
57327,Dronachellam Guntur Passenger,DHNE,GNT
57328,Guntur Dhone Passenger,GNT,DHNE
57381,Guntur Narasapur Fast Passenger,GNT,NS
57382,Guntur Passenger,NS,GNT
57412,Gudur Tirupati Fast Passenger,GDR,TPTY
57426,Gunatkal Secunderabad Passenger,GTL,SC
57430,Gudur Tirupati Passenger,GDR,TPTY
57439,Gooty Dhone Passenger,GY,DHNE
57440,Dhone Gooty Passenger,DHNE,GY
57467,Kurnool Town Guntakal Passenger,KRNT,GTL
57469,Kurnool Town Guntakal Passenger,KRNT,GTL
57474,Bodhan Mahbubnagar Passenger,BDHN,MBNR
57475,Tirupati Guntakal Passenger,TPTY,GTL
57476,Guntakal Tirupati Passenger,GTL,TPTY
57501,Nizamabad Bodhan Passenger,NZB,BDHN
57502,Bodhan Nizamabad Passenger,BDHN,NZB
57503,Nizamabad Bodhan Passenger,NZB,BDHN
57504,Bodhan Nizamabad Passenger,BDHN,NZB
57512,Parbhani Purna Passenger,PBN,NED
57516,Nanded-Daund Junction Passenger,NED,DD
57518,Tandur Bolarum Passenger,TDU,BMO
57519,Bolarum Secunderabad Suburban,BMO,HYB
57539,Akola Parli Vaijnath Passenger,AK,PRLI
57540,Akola Passenger,PRLI,AK
57541,Nagarsol Nanded Passenger,NSL,NED
57542,Nanded Manmad Passenger,NED,MMR
57561,Kacheguda Manmad Passenger,KCG,MMR
57581,Akola Purna Passenger,AK,PAU
57583,Akola Purna Passenger,AK,PAU
57448,Mahbubnagar Secunderabad Passenger,MBNR,SC
57451,Chikjajur Guntakal Passenger,JRU,GTL
57453,Bellary Guntakal Passenger,BAY,GTL
57454,Guntakal Bellary Passenger,GTL,BAY
57468,Dhone Kurnool Town Passenger,DHNE,KRNT
57470,Guntakal Kurnool Town Passenger,GTL,KRNT
57473,Secunderabad Bodhan Passenger,SC,BDHN
57485,Secunderabad Mirzapali Passenger,SC,MZL
57486,Mirzapali Secunderabad Passenger,MZL,SC
57548,Purna Hyderabad Passenger,PAU,HYB
57549,Hyderabad Aurangabad Passenger,HYB,AWB
57550,Aurangabad-Hyderabad Passenger,AWB,HYB
57551,Purna Adilabad Passenger,PAU,ADB
57552,Adilabad Purna Passenger,ADB,PAU
57553,Parli Vaijnath Adilabad Passenger,PRLI,ADB
57554,Adilabad Parli Vaijnath Passenger,ADB,PRLI
57557,Nizamabad Nanded Passenger,NZB,NED
57558,Nanded Nizamabad Passenger,NED,NZB
57563,Hyderabad-Parbhani Pass,HYB,PBN
57564,Nanded Hyderabad Passenger,NED,HYB
57582,Purna Akola Passenger,PAU,AK
57605,Secunderabad Vikarabad Passenger,SC,VKB
57606,Vikarabad Secunderabad,VKB,SC
57619,Delta Fast Passenger,RAL,SC
57625,Kakatiya Fast Passenger,SC,MUGR
57626,Kakatiya Fast Passenger,MUGR,SC
57640,Guntur Tirupati Passanger,GNT,TPTY
57641,Solapur - Gadag Passenger,SUR,GDG
57642,Gadag - Solapur Passenger,GDG,SUR
57643,Bagalkot Gadag Passenger,BGK,GDG
57644,Gadag Bagalkot Passenger,GDG,BGK
57651,Secunderabad Repalle Passenger,SC,RAL
57652,Repalle Secunderabad Passenger,RAL,SC
57657,Manuguru Kazipet Passenger,MUGR,KZJ
57658,Kazipet Manuguru Passenger,KZJ,MUGR
57660,Falaknuma Gulbarga Passenger,FM,GR
58000,Puri -- Santragachi Passenger,PURI,KGP
58001,Howrah Puri Santragachi Passenger,HWH,PURI
58003,Howrah Bhadrak Passenger,HWH,BHC
58005,Kharagpur Khurda Fast Passenger,KGP,KUR
58006,Kurdha Road Kharagpur Passenger,KUR,KGP
58007,Kharagpur Balasore Bhadrakh Passenger,KGP,BHC
58011,Howrah Chakradharpur Passenger,HWH,CKP
58012,Chakradharpur Howrah Passenger,CKP,HWH
58014,Bokaro Steel City-Howrah Fast Passenger,BKSC,HWH
58015,Howrah Adra Memu Passenger,HWH,ADRA
58016,Adra Howrah Passenger,ADRA,HWH
51113,Chalisgaon Dhule Mix Passenger,CSN,DHI
51114,Dhule Chalisgaon Mix Passenger,DHI,CSN
51115,Chalisgaon Dhule Mix Passenger,CSN,DHI
51886,Damoh Bina Pass,DMO,BINA
57584,Purna Akola Passenger,PAU,AK
57628,Gulbarga Solapur Passenger,GR,SUR
57639,Tirupati Guntur Passenger,TPTY,GNT
57649,Gulbarga Wadi Passenger,GR,WADI
57650,Wadi Solapur Passenger,WADI,SUR
57659,Sholapur Falaknuma Passenger,SUR,FM
57685,Solapur Bijapur Passenger,SUR,BJP
57686,Bijapur Solapur Passenger,BJP,SUR
58002,Puri Santargachi Passenger,PURI,SRC
58008,Jajpur Keonjhar Kharagpur,JJKR,KGP
58009,Kharagpur Jajpur Keonjhar Road Passenger,KGP,JJKR
58010,Chakradharpur Adra Passenger,JJKR,KGP
58017,Kharagpur Asansol Passenger,KGP,ASN
58018,Asansol Adra Kharagpur Passenger,ASN,KGP
58019,Adra Asansol Passenger,ADRA,ASN
58020,Asansol Adra Passenger,ASN,ADRA
58021,Kharagpur Tatanagar Passenger,KGP,TATA
58022,Tatanagar Kharagpur Memu Passenger,TATA,KGP
58023,Tatanagar Barkakana Passenger,TATA,BRKA
58025,Kharagpur-Hatia Passenger,KGP,HTE
58026,Hatia Kharagpur Passenger,HTE,KGP
58101,Tatanagar Badampahar Passenger,TATA,BMPR
58103,Tatanagar Barabil Passenger,TATA,BBN
58104,Barabil Tatanagar Passenger,BBN,TATA
58109,Tatanagar Gua Passenger,TATA,GUA
58110,Gua Tatanagar Passenger,GUA,TATA
58111,Tatanagar - Itwari Passenger,TATA,ITR
58112,Itwari - Tatanagar Passenger,ITR,TATA
58113,Tata Bsp Pass,TATA,BSP
58114,Bsp Tata Passenger,BSP,TATA
58116,Rou Ckp Saranda Passenger,ROU,CKP
58151,Birmitrapur Barsuan Passenger,BRMP,BXF
58152,Barsuan Birmitrapur Passenger,BXF,BRMP
58162,Jharsuguda - Hatia Passenger (Unreserved),JSG,HTE
58201,Bilaspur Raipur Passenger,BSP,R
58202,Raipur Bilaspur Memu Local,R,BSP
58203,Gevra Raipur Passenger,GAD,R
58204,Raipur Gevra Road Passenger,R,GAD
58205,Raipur Itwari Pass,R,ITR
58206,Itwari Raipur Memu Pass,ITR,R
58208,Khariar Raipur Passenger,KSNG,R
58215,Jharsuguda Titlagarh Passenger,JSG,TIG
58216,Titlagarh Jharsuguda Passenger,TIG,JSG
58117,Jharsuguda Gondia Passenger,JSG,G
58118,Gondia Jharsuguda Passenger,G,JSG
58125,Sambalpur Jharsuguda Passenger,SBP,JSG
58131,Rourkela-Puri Passenger,ROU,PURI
58132,Puri Rourkela Passenger,PURI,ROU
58133,Rourkela Jharsuguda Passenger,ROU,JSG
58134,Jhsrsuguda Rourkela Passenger,JSG,ROU
58209,Gevra Bilaspur Passenger,GAD,BSP
58210,Bilaspur Gevra Passenger,BSP,GAD
58212,Bilaspur Gevra Passenger,BSP,GAD
58213,Jharsuguda Bilaspur Passenger,JSG,BSP
58214,Bilaspur Jharsuguda Passenger,BSP,JSG
58217,Titlagarh Raipur Passenger,TIG,R
58218,Raipur Titagarh Passenger,R,TIG
58220-Slip,Chirmiri Bilaspur Passenger Slip,CHRM,BPL
58221,Chirmiri Chandia Passenger,CHRM,CHD
58222,Chandia Chirmiri Passenger,CHD,CHRM
58223,Manendragarh Ambikapur Passang,MDGR,ABKP
58224,Ambikapur Manendragarh Passang,ABKP,MDGR
58401,Cuttack Paradip Passenger,CTC,PRDP
58405,Cuttack Paradip Passenger,CTC,PRDP
58406,Paradip Cuttack Passenger,PRDP,CTC
58407,Khurda Puri Passenger,KUR,PURI
58408,Puri Khurda Road Passenger,PURI,KUR
58409,Khurda Puri Passenger,KUR,PURI
58410,Puri Khurda Road Passenger,PURI,KUR
58414,Puri Talcher Passenger,PURI,TLHR
58415,Puri Cuttack Passenger,CTC,PURI
58416,Cuttack Puri Passenger,PURI,CTC
58417,Puri Gunupur Passenger,PURI,GNPR
58418,Parlakhemundi Puri Passenger,GNPR,PURI
58421,Angul Puri Fast Passenger,ANGL,PURI
58422,Puri Angul Fast Passenger,PURI,ANGL
58423,Bhadrak Cuttack Passenger,BHC,CTC
58424,Cuttack Bhadrakh Passenger,CTC,BHC
58435,Bhadrakh Cuttack Fast Passenger,BHC,CTC
58436,Cuttack Bhadrakh Fast Passenger,CTC,BHC
58527,Raipur Vishakhapatnam Passenger,R,VSKP
58528,Visakhapatnam Raipur Passenger,VSKP,R
58541,Rayagada Koraput Passenger,RGDA,KRPU
58542,Koraput Rayagada Passenger,KRPU,RGDA
58601,Kharagpur Adra Passenger,KGP,ADRA
58602,Adra Kharagpur Passenger,ADRA,KGP
58603,Kharagpur-Dhanbad Passenger,KGP,DHN
58604,Dhanbad Kharagpur Passenger,DHN,KGP
58605,Kharagpur Tatanagar Passenger,KGP,TATA
58606,Tatanagar Kharagpur Passenger,TATA,KGP
58220,Chirmiri Bilaspur Passenger,CHRM,BSP
58433,Cuttack Berhampur Fast Passenger,CTC,BAM
58434,Berhampur Cuttack Fast Passenger,BAM,CTC
58501,Visakhapatnam Kirandul Passenger,VSKP,KRDL
58525,Palasa Visakhapatnam Passenger,PSA,VSKP
58529,Durg Visakhapatnam Passenger,DURG,VSKP
58530,Visakhapatnam Durg Passenger,VSKP,DURG
58537,Rayagada Vishakhapatnam Passenger,RGDA,VSKP
58538,Visakhapatnam Rayagada Passenger,VSKP,RGDA
58607,Gomoh-Chakradharpur Passenger,GMO,CKP
58608,Chakradharpur Gomoh Passenger,CKP,GMO
58609,Tatanagar Chakradharpur Passenger,TATA,CKP
58652,Lohardaga Ranchi Passenger,LAD,RNC
58653,Ranchi - Lohardaga - Barkichampi Passenger,RNC,LAD
58654,Barkichampi - Lohardaga - Ranchi Passenger,LAD,RNC
58655,Ranchi Lohardaga Passenger,RNC,LAD
58656,Lohardaga Ranchi Passenger,LAD,RNC
58657,Ranchi Lohardaga Passenger,RNC,LAD
58658,Lohardaga Ranchi Passenger,LAD,RNC
58661,Tatanagar Hatia Passenger,TATA,HTE
58662,Hatia Tatanagar Passenger,HTE,TATA
58703,Durg Gondia Passenger,R,G
58704,Gondia Durg Passenger,G,R
58711,Telibandha Dhamtari Passenger,TBD,DTR
58712,Dhamtari Telibandha Passenger,DTR,TBD
58713,Telibandha Dhamtari Passenger,TBD,DTR
58714,Dhamtari Telibandha Passenger,DTR,TBD
58715,Telibandha Dhamtari Passenger,TBD,DTR
58716,Dhamtari Telibandha Passenger,DTR,TBD
58717,Telibandha Rajim Passenger,TBD,RIM
58718,Rajim Telibandha Pass,RIM,TBD
58719,Abhanpur Rajim Pass,AVP,RIM
58720,Rajim Abhanpur Pass,RIM,AVP
58721,Abhanpur Rajim Pass,AVP,RIM
58722,Rajim Abhanpur Pass,RIM,AVP
58802,Gondia Nagbhir Ballarshah Passenger,G,BPQ
58808,Wadsa Chanda Fort Passenger,WSA,CAF
58809,Ramtek Itwari Passenger,RTK,ITR
58810,Nagpur Ramtek Passenger,NGP,RTK
58811,Ramtek Nagpur Passenger,RTK,NGP
58813,Ramtek Itwari Passenger,RTK,ITR
58814,Itwari Ramtek Passenger,ITR,RTK
58815,Itwari Tirodi Passenger,ITR,TRDI
58816,Tirodi Itwari Passenger,TRDI,ITR
58817,Tumsar Road Tirodi Passenger,TMR,TRDI
58818,Tirodi Tumsar Road Demu,TRDI,TMR
58831,Nagpur Chindwara Passenger,NGP,CWA
58620,Barka Kana Adra Passenger,BRKA,ADRA
58621,Adra Barkakana Passenger,ADRA,BRKA
58701,Shahdol Ambikapur Passenger,SDL,ABKP
58702,Ambikapur Shahdol Passenger,ABKP,SDL
58804,Gondia Chanda Fort Passenger,G,CAF
58805,Chanda Fort Gondia Passenger,CAF,G
58806,Gondia Wadsa Passenger,G,WSA
58832,Chhindwara Ramakona Nagpur Passenger,CWA,NGP
58833,Nagpur Chindwara Passenger,NGP,CWA
58835,Nagpur Ramakona Chhindwara Passenger,NGP,CWA
58837,Nagpur Ramakona Chhindwara Passenger,NGP,CWA
58839,Nagpur Nainpur Jabalpur Fast Passenger,NGP,JBP
58841,Nagpur Ramakona Passenger,NGP,RMO
58843,Nagpur Nagbhir Passenger,NGP,NAB
58846,Nagbhir Itwari Passenger,NAB,ITR
58847,Nagpur Nagbhir Passenger,NGP,NAB
58849,Chhindwara Nainpur Passenger,CWA,NIR
58850,Nainpur Chhindwara Passenger,NIR,CWA
58851,Chhindwara Nainpur Passenger,CWA,NIR
58852,Nainpur Chhindwara Passenger,NIR,CWA
58853,Chhindwara Nainpur Passenger,CWA,NIR
58854,Nainpur Chhindwara Passenger,NIR,CWA
58855,Chhindwara Nainpur Passenger,CWA,NIR
58856,Nainpur Chhindwara Passenger,NIR,CWA
58857,Nainpur Mandla Fort Passenger,NIR,MFR
58858,Mandla Fort Balaghat Passenger,NIR,BTC
58859,Nainpur Mandla Fort Passenger,NIR,MFR
58860,Mandla Fort Nainpur Passenger,MFR,NIR
58861,Nainpur Mandla Fort Passenger,NIR,MFR
58862,Mandla Fort Nainpur Passenger,MFR,NIR
58863,Balaghat Jabalpur Passenger,BTC,JBP
58864,Jabalpur Balaghat Passenger,JBP,BTC
58865,Balaghat Jabalpur Passenger,BTC,JBP
58866,Jabalpur Balaghat Passenger,JBP,BTC
58867,Balaghat Jabalpur Passenger,BTC,JBP
58868,Jabalpur Balaghat Passenger,JBP,BTC
58869,Balaghat Jabalpur Passenger,BTC,JBP
58870,Jabalpur Balaghat Passenger,JBP,BTC
58871,Balaghat Jabalpur Passenger,BTC,JBP
58873,Balaghat Nainpur Passenger,BTC,NIR
58874,Nainpur Balaghat Passenger,NIR,BTC
58876,Jabalpur Nainpur Passenger,JBP,NIR
59009,Virar Bharuch Shuttle,VR,BH
59010,Bharuch Virar Passenger,BH,VR
59013,Bhusaval Passenger,ST,BSL
59023,Mumbai Valsad Passenger,BCT,BL
59025,Surat Amrawati Fast Passenger,ST,AMI
58834,Chhindwara Nagpur Passenger,CWA,NGP
58836,Chhindwara Nagpur Passenger,CWA,NGP
58840,Jabalpur Nir Nagpur Passenger,JBP,NGP
58842,Ramakona Nagpur Passenger,RMO,NGP
58844,Nagbhir Nagpur Passenger,NAB,NGP
58848,Nagbhir Nagpur Passenger,NAB,NGP
59026,Surat Fast Passenger,AMI,ST
59037,Virar Surat Passenger,VR,ST
59038,Surat Virar Passenger,ST,VR
59039,Virar Valsad Shuttle,VR,BL
59040,Vapi Virar Shuttle,VAPI,VR
59043,Virar Dahanu Shuttle,VR,DRD
59044,Dahanu Virar Shuttle,DRD,VR
59045,Vapi Passenger,BDTS,VAPI
59046,Valsad-Bandra Passenger,BL,BDTS
59047,Virar Surat Passenger,VR,ST
59048,Surat Virar Passenger,ST,VR
59049,Valsad Viramgam Passenger,BL,VG
59051,Surat Nandurbar Passenger,ST,NDB
59075,Bhusaval Passenger,ST,BSL
59076-Slip,Bhusaval Surat Mumbai Passenger,NDB,BCT
59077,Surat-Bhusaval Passenger,ST,BSL
59078,Bhusaval-Surat Passenger,BSL,ST
59092,Nandurbar Surat Passenger,NDB,ST
59101,Vadodara Kathana Passenger,BRC,KTNA
59102,Kathana Vadodara Passenger,KTNA,BRC
59103,Vadodara Kathana Passenger,BRC,KTNA
59104,Kathana Vadodara Passenger,KTNA,BRC
59112,Bodeli Dabhoi Passenger,BDE,DB
59115,Anand Godhra Passenger,ANND,GDA
59116,Godhra Anand Passenger,GDA,ANND
59117,Pratapnagar Bodeli Passenger,PRTN,BDE
59118,Chhota Udepur Pratapnagar Passenger,CTD,PRTN
59119,Pratapnagar Chhota Udepur Passenger,PRTN,CTD
59120,Chhota Udepur Pratap Nagar Passenger,CTD,PRTN
59121,Pratapnagar Chhota Udepur Passenger,PRTN,CTD
59122,Bodeli Pratapnagar Passenger,BDE,PRTN
59152,Modasa Nadiad Passenger,MDSA,ND
59158,Anand Vadodara Passenger,ANND,BRC
59163,Anand Vadtal Passenger,ANND,VTL
59164,Vadtal Swaminarayan Anand Passenger,VTL,ANND
59165,Anand Godhra Passenger,ANND,GDA
59166,Godhra Anand Passenger,GDA,ANND
59205,Wansjaliya Porbandar Passenger,KNLS,PBR
59206,Porbandar Wansjaliya Passenger,PBR,KNLS
59207,Bhavnagar Okha Passenger,BVC,OKHA
59208,Bhavnagar Passenger,OKHA,BVC
59211,Rajkot Porbandar Fast Passenger,RJT,PBR
59031,Surat Bharuch Passenger,ST,BH
59032,Bharuch Surat Passenger,BH,ST
59161,Bharuch Vadtal Swaminarayan Passenger,BH,VTL
59162,Vadtal Swaminarayan Bharuch Passenger,VTL,BH
59212,Porbandar Rajkot Fast Passenger,PBR,RJT
59213,Bhanvad Porbandar Passenger,BNVD,PBR
59215,Bhanvad Porbandar Passenger,BNVD,PBR
59216,Porbandar Bhanvad Passenger,PBR,BNVD
59225,Bhavnagar Mahuva Passenger,BVC,MHV
59226,Mahuva Bhavnagar Passenger,MHV,BVP
59227,Botad Bhavnagar Passenger,BTD,BVC
59228,Bhavnagar-Botad Passenger,BVC,BTD
59229,Botad Jn-Bhavnagar T Passenger,BTD,BVC
59230,Bhavnagar Botad Passenger,BVC,ST
59231,Surendranagar Botad Passenger,SUNR,BTD
59232,Botad Surendranagar Passenger,BTD,SUNR
59233,Surendranagar Bhavnagar Passenger,SUNR,BVC
59234,Bhavnagar Surendranagar Passenger,BVC,SUNR
59235,Dhola Mahuva Passenger,DLJ,MHV
59236,Mahuva Dhola Passenger,MHV,DLJ
59243,Rajula Mahuva Passenger,RJU,MHV
59244,Mahuva Rajula Passenger,MHV,RJU
59267,Palitana Bhavnagar Passenger,PIT,BVC
59268,Bhavnagar Palitana Passenger,BVC,PIT
59269,Palitana Bhavnagar Passenger,PIT,BVC
59270,Bhavnagar Palitana Passenger,BVC,PIT
59271,Surendranagar Bhavnagar Fast Passenger,SUNR,BVC
59272,Bhavnagar Surendranagar Passenger,BVC,SUNR
59295,Palitana Bhavnagar Passenger,PIT,BVC
59296,Bhavnagar Palitana Passenger,BVC,PIT
59297,Porbandar Veraval Passenger,PBR,VRL
59298,Veraval Porbandar Passenger,VRL,PBR
59306,Ujjain-Indore Passenger,UJN,INDB
59318,Ujjain Nagda Passenger,UJN,NAD
59319,Ujjain Bhopal Passenger,UJN,BPL
59320,Bhopal Ujjain Passenger,BPL,UJN
59341,Nagda Bina Passenger,NAD,BINA
59342,Bina Nagda Passenger,BINA,NAD
59345,Ratlam Nagda Passenger,RTM,NAD
59346,Nagda Ratlam Passenger,NAD,RTM
59355,Ratlam Mathura Passenger,RTM,MTJ
59356,Mathura Ratlam Passenger,MTJ,RTM
59357,Bayana Yamunabridge Passenger,BXN,JAB
59358,Yamuna Bridge Bayana Passenger,JAB,BXN
59379,Indore Maksi Passenger,INDB,MKC
59385,Panchvalley Fast Passenger,INDB,CWA
59386,Panchvalley Passenger,CWA,INDB
59317,Nagda Ujjain Passenger,NAD,UJN
59354,Ujjain Nagda Passenger,UJN,NAD
59386-Slip2,Panchvalley Passenger Slip2,CWA,GKP
59387,Nagda Indore Bg Passenger,NAD,INDB
59388,Indore Bg Nagda Passenger,INDB,NAD
59389,Indore-Bhopal Fast Passenger,INDB,BPL
59390,Bhopal-Indore Fast Passenger,BPL,INDB
59395,Amla Chhindwara Passenger,AMLA,CWA
59396,Chhindwara Amla Passenger,CWA,AMLA
59421,Rajkot Veraval Passenger,RJT,VRL
59422,Somnath Rajkot Passenger,SMNH,RJT
59423,Rajkot Somnath Passenger,RJT,SMNH
59424,Veraval Rajkot Passenger,VRL,RJT
59439,Ahmadabad Passenger,BCT,ADI
59440,Ahmedabad Passenger,ADI,BVI
59441,Mumbai Central-Ahmedabad Passenger,BCT,ADI
59441-Slip,Ahmedabad Passenger Slip,BCT,NDB
59459,Rajkot Veraval Passenger,RJT,VRL
59460,Veraval Mumbai Central Passenger Express,VRL,BCT
59461,Borivali Dahanu Shuttle,BVI,DRD
59462,Dahanu Mumbai Passenger,DRD,BCT
59473,Adi - Ptn Passenger,ADI,PTN
59474,Patan - Ahmedabad Passenger,PTN,ADI
59475,Mahesana Patan Passenger,MSH,PTN
59476,Patan Mehsana Passenger,PTN,MSH
59477,Mahesana Patan Passenger,MSH,PTN
59478,Patan Mehsana Passenger,PTN,MSH
59481,Haldighati Passenger,MSH,PTN
59482,Patan Mahesana Passenger,PTN,MSH
59483,Ahmedabad Patan Pass,MSH,PTN
59484,Patan Mahesana Dmu,PTN,MSH
59503,Viramgam Okha Fast Passenger,VG,OKHA
59504,Okha Viramgam Fast Passenger,OKHA,VG
59509,Mahesana Viramgam Passenger,MSH,VG
59510,Viramgam Mahesana Passenger,VG,MSH
59511,Mahesana Viramgam,MSH,VG
59512,Viramgam Mahesana,VG,MSH
59547,Ahmedabad Okha Passenger,ADI,OKHA
59548,Okha Ahmedabad Passenger,OKHA,ADI
59601,Beawar Ajmer Passenger,BER,AII
59602,Ajmer Beawar Passenger,AII,BER
59603,Ajmer Udaipur Passenger,AII,UDZ
59604,Udaipur Ajmer Passenger,UDZ,AII
59605,Chittaurgarh Udaipur Passenger,COR,UDZ
59606,Udaipur Chittaurgarh Passenger,UDZ,COR
59702,Hisar-Jaipur Passenger,HSR,JP
59703,Hisar Rewari Passenger,HSR,RE
59704,Gondia Durg Passenger,RE,HSR
51239,Amla Betul Passenger,AMLA,BZU
59394,Habibganj Dahod Fast Pass,HBJ,DHD
59705,Suratgarh Jaipur Passenger,SOG,JP
59707,Anupgarh - Suratgarh Passenger,APH,SOG
59708,Suratgarh - Anupgarh Passenger,SOG,APH
59709,Aph-Sog  Passanger,APH,SOG
59710,Suratgarh Anupgarh Passenger,SOG,APH
59711,Bhatinda Suratgarh Passenger,BTI,SOG
59712,Suratgarh Bhatinda Passenger,SOG,BTI
59713,Phulera Jaipur Passenger,FL,JP
59714,Jaipur Phulera Passenger,JP,FL
59715,Phulera Rewari Passenger,FL,RE
59716,Rewari Phulera Passenger,RE,FL
59717,Phulera Rewari Passenger,FL,RE
59718,Rewari Phulera Passenger,RE,FL
59721,Jaipur Hisar Passenger,JP,HSR
59722,Hisar - Jaipur Fast Passenger,HSR,JP
59723,Rewari Sadulpur Passenger,RE,HSR
59724,Sadulpur Rewari Passenger,HSR,RE
59725,Rewari Sadulpur Passenger,RE,HSR
59726,Sadulpur Rewari Passenger,HSR,RE
59801,Kota Jaipur Passenger,KOTA,JP
59802,Jaipur Nagda Fast Passenger,JP,NAD
59805,Bayana Jaipur Fast Passenger,JP,BXN
59806,Jaipur Bayana Fast Passenger,BXN,JP
59811,Haldighati Passenger,RTM,AF
59812,Haldighati Passenger,AF,RTM
59813,Kota Agra Yamuna Bridge Passenger,KOTA,JAB
59814,Agra Fort Bayana Passenger,AF,KOTA
59821,Kota - Bhind Passenger,KOTA,BIX
59822,Bhind - Kota Passenger,BIX,KOTA
59831,Vadodara Kota Passenger,BRC,KOTA
59833,Kota Nimach Passenger,KOTA,NMH
59834,Nimach Kota Passenger,NMH,KOTA
59835,Nimach Udaipur Passenger,NMH,UDZ
59836,Udaipur Nimach Passenger,UDZ,NMH
61135,Badnera Amravati Passenger,BD,AMI
63153,Jasidih Baidyanath Pass,JSME,BDME
63154,Baidyanath Jasidih Pass,BDME,JSME
63155,Jasidih Baidyanath Pass,JSME,BDME
63156,Baidyanath Jasidih Pass,BDME,JSME
63157,Jasidih Baidyanathdham Passenger,JSME,BDME
63160,Baidyanath Jasidih Pass,BDME,JSME
63161,Jasidih Baidyanath Pass,JSME,BDME
63162,Baidyanath Jasidih Pass,BDME,JSME
63163,Jasidih Baidyanath Pass,JSME,BDME
63164,Baidyanath Jasidih Pass,BDME,JSME
63165,Jasidih Baidyanath Pass,JSME,BDME
63167,Jasidih Baidyanath Pass,JSME,BDME
63168,Baidyanath Jasidih Pass,BDME,JSME
63207,Jhajha Patna Passenger Memu,JAJ,PNBE
63208,Patna Jhajha Passenger Memu,PNBE,JAJ
63209,Jhajha Patna Memu,JAJ,PNBE
63210,Patna - Jhajha Passenger,PNBE,JAJ
63211,Jasidih - Patna Memu,JSME,PNBE
63212,Patna-Jhajha Passenger Memu,PNBE,JAJ
63217,Mokama Danapur Passenger,MKA,DNR
63218,Danapur Mokameh Passenger,DNR,MKA
63219,Danapur Ara Memu,DNR,RPR
63220,Ara Danapur Passenger,RPR,PNBE
63223,Patna Ara Passenger Demu,PNBE,ARA
63224,Ara Patna Memu,ARA,PNBE
63225,Patna Buxar Passenger Memu,PNBE,BXR
63226,Buxar Patna Passenger,BXR,PNBE
63227,Patna Buxar Passenger Memu,PNBE,BXR
63228,Baxur Patna Passenger Memu,BXR,PNBE
63229,Buxar Mughal Sarai Passenger Memu,BXR,MGS
63230,Mughal Sarai Buxar Passenger,MGS,BXR
63231,Patna Buxar Passenger Dmu,PNBE,BXR
63232,Buxar Patna Passenger,BXR,PNBE
63243,Patna Gaya Passenger Memu,PNBE,GAYA
63244,Gaya Patna Passenger Memu,GAYA,PNBE
63245,Patna Gaya Passenger Memu,PNBE,GAYA
63246,Gaya Patna Passenger Memu,GAYA,PNBE
63247,Patna Gaya Passenger Memu,PNBE,GAYA
63248,Gaya Patna Passenger Memu,GAYA,PNBE
